category,text
Entailment,John Kasich dropped his presidential bid.[SEP]John Kasich dropped out of the presidential race.
Neutral,"Now then, Miss Tuppence, said Sir James, ""you know this place better than I do.[SEP]Sir James expected Miss Tuppence to give him directions."
Neutral,um-hum yeah we're still pretty much you know in winter as far as that goes here[SEP]It has been winter here for years.
Contradiction,Then he shrugged.[SEP]He never bothered to shrug about things.
Neutral,"So far, however, the number of mail pieces lost to alternative bill-paying methods is too small to have any material impact on First-Class volume.[SEP]Occasionally mail is lost but not often "
Contradiction,She's smiling but her eyes are closed.[SEP]Her eyes widened as she smiled.
Contradiction,Total volume grew 13.[SEP]Overall volume decreased.
Neutral,"But to you, who know the truth, I propose to read certain passages which will throw some light on the extraordinary mentality of this great man."" He opened the book, and turned the thin pages.[SEP]Two of the thin pages stuck together as he leafed through them, and he paused to separate them carefully. "
Contradiction,De Wit worked from likenesses of actual monarchs to produce his portraits.[SEP]De Wit used fictional monarchs to produce his portraits.
Contradiction,The party's broad aims were to support capitalist policies and to continue close ties with Britain and the rest of the Commonwealth.[SEP]Radical socialism and isolationism was the primary aim of the party's platform.
Contradiction,"how do you like it well[SEP]You probably hate it, don't you?"
Entailment,"SSA will consider the comments received by April 14, 1997, and will issue revised regulations if necessary.[SEP]The regulations will be revised as necessary after the SSA considers the comments received before April 14, 1997."
Neutral,"Even if the entire unified surplus were saved, GDP per capita would fall somewhat short of the U.S. historical average of doubling every 35 years.[SEP]GDP would still be above 50,000 even given the conditions."
Neutral,"Major journeys from one part of the country to another, say, from Milan to Rome or down to Naples, is most enjoyed by train buffs and travelers with plenty of time, patience, and curiosity.[SEP]It takes eight hours to get from Milan to Naples by train."
Contradiction,"The dramatic cliffs of the Serra de Tramuntana mountain range hug the coastline of the entire northwest and north, from Andratx all the way to the Cape of Formentor.[SEP]The Serra de Tramuntana mountains are far away from the coast."
Contradiction,well i think of uh you mean as far as retirement[SEP]You never discuss retirement.
Neutral,"General Motors, for instance, lost $460 million to strikes in 1997, but investors treated the costs as a kind of extraordinary charge and valued the company as if the losses had never happened.[SEP]GM lost a lot of money in labor disputes but was victorious in the end."
Contradiction,"Attractively colorful ukiyo-e woodblock prints and scroll paintings can be found in antique stores, second-hand bookstores, and even temple markets.[SEP]There is only one location to buy the woodblock prints and scroll paintings from. "
Entailment,"Penrith and Blencathra are also Celtic names, established during this early period of settlement.[SEP]Penrith and Blencathra are Celtic names which were established in this early period."
Contradiction,"The Women's Haven, which provides shelter and outreach to domestic-violence victims, already has a full-time attorney.[SEP]The Women's Haven needs to hire a full-time lawyer."
Entailment,But it just might be because he's afraid he'll lose his No.[SEP]He might be afraid he'll lose his No.
Entailment,"Vishnu's wife Lakshmi is goddess of good fortune.[SEP]Lakshmi is Vishnu's wife, and the goddess of good fortune."
Contradiction,"While obviously constrained by their bondage, blacks nonetheless forged a culture rich with religious observances, folk tales, family traditions, song, and so on.[SEP]They do not hold trad ions as a highly valued thing. "
Contradiction,"Very little indeed, answered Tuppence, and was pleased to note that Whittington's uneasiness was augmented instead of allayed.[SEP]Whittington was finally at ease when Tuppence replied to inquiry."
Contradiction,The man looked at the girl.[SEP]The man never noticed the girl was there. 
Neutral,Angry consumers would complain about cheapo car care.[SEP]Angry consumers would complain about a really bad car wash.
Neutral,"Politically, it's anti-democratic, replacing congressional and executive branch decision-making.[SEP]It's anti-democratic and takes the decision-making away from the executive branch in DC."
Contradiction,"Although claims data provide the most accurate information about health care use, ensuring adequate follow-up for purposes of obtaining information from patient self-report is important because many people do not report alcohol-related events to insurance compa-nies.[SEP]Patients naturally always report to insurance companies when health problems may be a direct result of alcohol. "
Neutral,Marriage is an important institution.[SEP]Marriage is crucial to society.
Neutral,Windows 95 costs about $90 at my local computer superstore.[SEP]Windows 95 is a bargain.
